Sistema de Informações Hidrológicas
Versão Web 3.0
© 2018 Agência Nacional de Águas (ANA)

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: 0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:42600000


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
42600000;1;01/01/2021;;1;1;91,674;28,906;45,553;18;24;1;1;1;;0;35,479;34,482;36,485;38,263;36,737;34,234;31,781;50,788;74,213;54,987;68,127;69,635;40,843;34,482;57,839;69,635;65,14;91,674;69,635;42,678;40,064;37,498;32,512;28,906;30,095;32,512;29,856;32,512;36,233;40,583;34,234;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
42600000;1;01/12/2020;;1;1;124,834;33,247;65,795;22;16;1;1;1;;0;38,775;39,289;41,627;44,535;47,225;49,409;51,898;52,736;53,296;54,705;77,31;115,319;94,958;57,839;41,365;33,247;37,498;39,289;42,678;56,408;124,478;124,834;96,944;102,295;104,322;101,621;88,423;86,81;56,408;45,337;38,775;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
42600000;1;01/11/2020;;1;1;112,541;38,775;77,449;19;30;1;1;1;;0;72,678;74,213;74,521;77,31;90,045;86,489;80,442;76,999;75,757;73,291;70,241;67,227;66,629;76,999;84,566;90,045;99,275;106,701;112,541;108,752;103,307;88,747;80,442;71,152;62,483;56,408;54,987;53,858;48,587;38,775;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
42600000;1;01/10/2020;;1;1;118,818;56,979;73,915;23;28;1;1;1;;0;63,955;65,14;64,547;63,66;59,858;62,19;60,439;59,279;60,439;61,605;62,777;63,955;65,14;68,428;70,848;67,827;66,629;70,544;79,813;86,81;104,322;114,623;118,818;108,409;90,045;80,442;71,152;56,979;63,071;81,389;78,246;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
42600000;1;01/09/2020;;1;1;61,313;53,296;55,853;30;17;1;1;1;;0;56,693;57,265;56,408;55,554;55,839;56,123;55,839;56,123;56,979;56,693;56,123;55,554;54,987;54,705;54,705;53,577;53,296;53,858;54,705;55,271;56,123;56,123;56,693;56,693;56,123;55,554;54,987;54,705;56,979;61,313;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
42600000;1;01/08/2020;;1;1;60,73;52,736;56,346;2;29;1;1;1;;0;60,439;60,73;59,569;59,279;58,702;58,99;58,414;57,839;57,265;56,693;56,123;55,554;56,123;56,979;56,123;54,987;54,705;53,016;53,577;54,987;55,554;56,123;57,265;57,265;56,123;54,987;53,858;53,296;52,736;54,14;55,271;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
42600000;1;01/07/2020;;1;1;80,128;54,987;64,755;11;15;1;1;1;;0;58,99;60,148;61,897;63,66;66,629;67,827;70,241;73,291;76,377;78,872;80,128;80,128;74,521;63,66;54,987;59,569;66,032;66,629;66,032;63,071;60,73;59,569;58,414;57,265;58,414;59,569;60,148;60,148;60,73;60,73;58,99;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
42600000;1;01/06/2020;;1;1;82,656;60,73;70,416;4;16;1;1;1;;0;74,213;76,688;79,499;82,656;82,656;80,128;78,559;77,31;76,377;75,757;75,138;68,729;65,14;62,19;62,483;60,73;60,73;65,14;66,629;66,629;67,827;68,428;69,031;69,635;69,635;69,031;69,031;66,927;64,251;61,313;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
42600000;1;01/05/2020;;1;1;108,409;72,678;86,198;1;18;1;1;1;;0;108,409;94,958;91,674;91,674;91,021;88,423;91,021;89,071;87,454;85,206;85,206;87,777;88,747;81,389;78,559;78,246;76,688;72,678;72,678;93,969;93,969;91,674;90,045;87,777;85,206;84,566;90,045;83,609;79,813;76,999;73,598;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
42600000;1;01/04/2020;;1;1;242,402;108,067;171,188;7;23;1;1;1;;0;163,755;163,755;163,755;172,275;183,291;212,062;242,402;229,2;200,575;192,482;184,483;176,58;166,839;144,11;128,411;129,13;134,557;194,497;193,69;153,467;126,977;117,065;108,067;144,11;240,259;196,922;186,474;172,665;161,07;152,712;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;
